file_name,true_class_index,pred_class_index,correct,pred_1,pred_2,pred_3,pred_4,pred_5,score_1,score_2,score_3,score_4,score_5,top5_correct,true_rank,true_species,pred_1_species,pred_2_species,pred_3_species,pred_4_species,pred_5_species
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/26c8c412-fab8-4278-85f4-0d64bcd6c05a.jpg,0,87,0,87,120,0,99,80,0.0804605633020401,0.06254278123378754,0.058418527245521545,0.033201757818460464,0.017905553802847862,1,3,Cross Orbweaver,Silver Emperor,Dragonhunter,Cross Orbweaver,Fatal Metalmark,Alfalfa Looper
val/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/9a79514c-36d8-425f-8a58-71755d9ec4c0.jpg,3,127,0,127,3,14,120,91,0.19428224861621857,0.1260388046503067,0.07736813277006149,0.03297632932662964,0.02038135938346386,1,2,Johnson's Jumping Spider,New Zealand Half Crab,Johnson's Jumping Spider,Woodland Dor Beetle,Dragonhunter,Mourning Cloak
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/b76aa04d-4e5c-441a-ae9a-29860df80cba.jpg,5,6,0,6,5,91,421,349,0.48425304889678955,0.4136698842048645,0.0022989853750914335,0.0018802568083629012,0.001681953202933073,1,2,Eastern Bark Centipede,Giant Desert Centipede,Eastern Bark Centipede,Mourning Cloak,Red Odontites,narrow-leaved bittercress
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/f83219d5-c595-4865-bc31-ba4666cf6d85.jpg,5,6,0,6,5,91,102,22,0.47466421127319336,0.4123085141181946,0.002376895397901535,0.0018707298440858722,0.0014690726529806852,1,2,Eastern Bark Centipede,Giant Desert Centipede,Eastern Bark Centipede,Mourning Cloak,Buck Moth,Transverse-banded Flower Fly
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/fbbddbd3-f585-464d-b6c7-28ce404c57cf.jpg,5,239,0,239,5,247,234,108,0.4028016924858093,0.2170684039592743,0.03825342282652855,0.03721847012639046,0.0313834585249424,1,2,Eastern Bark Centipede,Eastern Milksnake,Eastern Bark Centipede,Western Rattlesnake,Common Caiman,Pine Hawk-Moth
val/00159_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_heros/79af4b22-f7c8-431f-97ba-e8d48075286d.jpg,6,5,0,5,6,101,72,102,0.50847327709198,0.38292717933654785,0.0018695734906941652,0.0016456894809380174,0.001625516451895237,1,2,Giant Desert Centipede,Eastern Bark Centipede,Giant Desert Centipede,Orange-tipped Oakworm Moth,Green Oak-Slug Moth,Buck Moth
val/00184_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Agrilus_planipennis/1b267612-120e-4df1-aa90-f78eb9f4ae64.jpg,7,402,0,402,215,468,398,7,0.19051441550254822,0.1422668695449829,0.11707205325365067,0.09594498574733734,0.08411889523267746,1,5,Emerald Ash Borer,swamp chestnut oak,Eastern Screech-Owl,American elm,black locust,Emerald Ash Borer
val/00193_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Chauliognathus_pensylvanicus/17e62b64-ddca-4a1e-91d8-1cba36c311be.jpg,8,9,0,9,15,318,8,29,0.2806892991065979,0.1696905493736267,0.0694725513458252,0.05520264804363251,0.013920288532972336,1,4,Goldenrod Soldier Beetle,Spotted Longhorn,Oedemera femorata,common yarrow,Goldenrod Soldier Beetle,European Striped Shield Bug
val/00193_Animalia_Arthropoda_Insecta_Coleoptera_Cantharidae_Chauliognathus_pensylvanicus/b75e1f46-2ca1-4d28-b821-ac49996bd386.jpg,8,321,0,321,334,438,22,8,0.20713403820991516,0.15633803606033325,0.051648788154125214,0.03914877399802208,0.028030136600136757,1,5,Goldenrod Soldier Beetle,tickseed beggar-ticks,Great Plains Ragwort,Klamath weed,Transverse-banded Flower Fly,Goldenrod Soldier Beetle
val/00251_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Rutpela_maculata/b2a11dc8-7434-4b08-9aa5-2134ebececac.jpg,9,8,0,8,9,15,29,312,0.20722642540931702,0.15277880430221558,0.06740038096904755,0.0435907319188118,0.031628623604774475,1,2,Spotted Longhorn,Goldenrod Soldier Beetle,Spotted Longhorn,Oedemera femorata,European Striped Shield Bug,Broad-leaved Chervil
