sample_id,image_path,true_label,pred_1,score_1,pred_2,score_2,pred_3,score_3,pred_4,score_4,pred_5,score_5,top1_correct,top5_correct,score_margin
2747088,val/03120_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Aquila_heliaca/c540c2dd-42a8-44e8-aa68-61b5e3ab9ca4.jpg,146,179,0.2033333333333333,147,0.1966666666666666,146,0.1466666666666666,178,0.0733333333333333,203,0.0233333333333333,False,True,0.00666666666666671
2786796,val/03259_Animalia_Chordata_Aves_Anseriformes_Anatidae_Mergellus_albellus/782e214a-1c74-4bd1-8536-13f54d62d170.jpg,151,150,0.0966666666666666,151,0.05,148,0.05,217,0.0466666666666666,159,0.04,False,True,0.04666666666666659
2710885,val/03177_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Pernis_apivorus/5d224229-b7ea-4586-ac4a-2dc2a44d4b4d.jpg,147,179,0.0933333333333333,178,0.07,203,0.0566666666666666,147,0.04,146,0.04,False,True,0.02333333333333329
2781136,val/03259_Animalia_Chordata_Aves_Anseriformes_Anatidae_Mergellus_albellus/a8cae111-a065-4b0d-a737-0dcf579c5718.jpg,151,150,0.09,151,0.0633333333333333,227,0.0566666666666666,217,0.05,148,0.0366666666666666,False,True,0.0266666666666667
2766601,val/04293_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Contopus_cooperi/171754ec-54e3-4792-81ce-716ea3e4d25e.jpg,203,146,0.08,147,0.0533333333333333,203,0.04,180,0.0366666666666666,166,0.0266666666666666,False,True,0.0266666666666667
2780984,val/03177_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Pernis_apivorus/26c3cc20-7109-4f93-a1b6-4832045869b0.jpg,147,146,0.08,179,0.0333333333333333,147,0.03,111,0.0266666666666666,203,0.0233333333333333,False,True,0.046666666666666703
2746827,val/03120_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Aquila_heliaca/6cdc1a65-33e7-40c1-a80b-98ed5a56f595.jpg,146,147,0.0766666666666666,146,0.0533333333333333,180,0.03,172,0.0233333333333333,153,0.02,False,True,0.023333333333333303
2751556,val/04295_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Contopus_sordidulus/78dbdeb3-93e4-443c-afb0-f52270222386.jpg,204,179,0.0733333333333333,177,0.0533333333333333,44,0.0333333333333333,204,0.0233333333333333,172,0.0233333333333333,False,True,0.020000000000000004
2697470,val/03481_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Numenius_madagascariensis/c3cc8c9f-08bb-4d6f-90b5-8bb3e457e9d2.jpg,164,150,0.07,212,0.03,151,0.03,217,0.0266666666666666,164,0.0266666666666666,False,True,0.04000000000000001
2705229,val/03860_Animalia_Chordata_Aves_Passeriformes_Hirundinidae_Stelgidopteryx_ruficollis/5eee763d-a0e1-4a9c-a62d-032a0bac7453.jpg,179,178,0.07,179,0.0533333333333333,180,0.0433333333333333,177,0.0333333333333333,154,0.03,False,True,0.016666666666666705
2689117,val/07723_Plantae_Tracheophyta_Magnoliopsida_Ericales_Ericaceae_Dracophyllum_longifolium/0c805245-dcce-43a6-857a-a504e7cec17e.jpg,383,394,0.06,279,0.0333333333333333,383,0.03,333,0.0233333333333333,489,0.0233333333333333,False,True,0.0266666666666667
2695309,val/03385_Animalia_Chordata_Aves_Charadriiformes_Haematopodidae_Haematopus_palliatus/772add61-01d7-49d2-8da8-d2a14f368fa9.jpg,159,150,0.0566666666666666,151,0.0333333333333333,159,0.0266666666666666,148,0.0266666666666666,149,0.0266666666666666,False,True,0.023333333333333303
