file_name,true_class_index,pred_class_index,correct,pred_1,pred_2,pred_3,pred_4,pred_5,score_1,score_2,score_3,score_4,score_5,top5_correct,true_rank,true_species,pred_1_species,pred_2_species,pred_3_species,pred_4_species,pred_5_species
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/80d4621f-113e-410b-a1b1-807f144e76b6.jpg,0,27,0,27,42,0,37,17,0.564453125,0.048370361328125,0.0426025390625,0.0421142578125,0.0101165771484375,1,3,Cross Orbweaver,Western Conifer Seed Bug,Western Paper Wasp,Cross Orbweaver,Florida Carpenter Ant,Oriental Beetle
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/605da31a-81c6-4125-b03b-68d8c78aa3bd.jpg,0,1,0,1,269,266,0,140,0.07379150390625,0.058990478515625,0.03570556640625,0.03118896484375,0.02203369140625,1,4,Cross Orbweaver,Golden Silk Spider,Peppery Bolete,blusher,Cross Orbweaver,Spiny Seahorse
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/a7579753-4405-4c4a-8b9e-85cb8e93c847.jpg,0,1,0,1,0,27,42,2,0.330810546875,0.08251953125,0.06353759765625,0.048126220703125,0.0362548828125,1,2,Cross Orbweaver,Golden Silk Spider,Cross Orbweaver,Western Conifer Seed Bug,Western Paper Wasp,Six-spotted Fishing Spider
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/80740680-611b-4bb0-af20-72f7e609c6fe.jpg,1,9,0,9,1,94,93,170,0.10211181640625,0.06732177734375,0.045440673828125,0.038787841796875,0.025634765625,1,2,Golden Silk Spider,Spotted Longhorn,Golden Silk Spider,Thoas Swallowtail,Dainty Swallowtail,Yellow Grosbeak
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/7eb6b54f-72d7-4789-843c-b6ffab5f7ee8.jpg,1,120,0,120,1,445,332,335,0.0306549072265625,0.0212554931640625,0.021148681640625,0.020355224609375,0.0185546875,1,2,Golden Silk Spider,Dragonhunter,Golden Silk Spider,Cherry Tree,white rattlesnakeroot,leafcup
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/9a01c39b-421b-4134-aa67-fdaafeb68675.jpg,1,2,0,2,1,435,203,361,0.14111328125,0.069091796875,0.04351806640625,0.029205322265625,0.01898193359375,1,2,Golden Silk Spider,Six-spotted Fishing Spider,Golden Silk Spider,Tropic Croton,Olive-sided Flycatcher,lesser stitchwort
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/b93706c7-8406-4f61-9223-9ef6aba4759c.jpg,1,2,0,2,1,42,119,15,0.2164306640625,0.187255859375,0.03961181640625,0.0178375244140625,0.01557159423828125,1,2,Golden Silk Spider,Six-spotted Fishing Spider,Golden Silk Spider,Western Paper Wasp,Eastern Ringtail,Oedemera femorata
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/eac6cfcc-125f-4483-a19c-7b0ec971787d.jpg,2,4,0,4,2,123,108,44,0.06219482421875,0.05035400390625,0.024993896484375,0.019012451171875,0.018280029296875,1,2,Six-spotted Fishing Spider,Paravaejovis puritanus,Six-spotted Fishing Spider,Marsh meadow grasshopper,Pine Hawk-Moth,Pearl Veneer
val/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/8bcfd228-9943-4dbd-8ca1-cdf43e398812.jpg,3,249,0,249,127,3,38,11,0.58984375,0.030242919921875,0.030242919921875,0.01010894775390625,0.010009765625,1,3,Johnson's Jumping Spider,Beadlet anemone,New Zealand Half Crab,Johnson's Jumping Spider,New York Carpenter Ant,False Potato Beetle
val/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/de540bf6-6efd-4ed9-b971-a32070910af2.jpg,4,237,0,237,235,4,246,244,0.23876953125,0.1385498046875,0.08941650390625,0.06158447265625,0.0484619140625,1,3,Paravaejovis puritanus,Texas Alligator Lizard,Belize Crocodile,Paravaejovis puritanus,Great Plains Skink,Green Iguana
