file_name,true_class_index,pred_class_index,correct,pred_1,pred_2,pred_3,pred_4,pred_5,score_1,score_2,score_3,score_4,score_5,top5_correct,true_rank,true_species,pred_1_species,pred_2_species,pred_3_species,pred_4_species,pred_5_species
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/80d4621f-113e-410b-a1b1-807f144e76b6.jpg,0,27,0,27,42,37,0,26,0.65625,0.0421142578125,0.020294189453125,0.018951416015625,0.01343536376953125,1,4,Cross Orbweaver,Western Conifer Seed Bug,Western Paper Wasp,Florida Carpenter Ant,Cross Orbweaver,Western Leaf-footed Bug
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/a7579753-4405-4c4a-8b9e-85cb8e93c847.jpg,0,1,0,1,0,27,183,2,0.2666015625,0.08538818359375,0.035888671875,0.022216796875,0.019622802734375,1,2,Cross Orbweaver,Golden Silk Spider,Cross Orbweaver,Western Conifer Seed Bug,White-plumed Honeyeater,Six-spotted Fishing Spider
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/80740680-611b-4bb0-af20-72f7e609c6fe.jpg,1,93,0,93,1,9,170,214,0.10150146484375,0.062744140625,0.05908203125,0.039306640625,0.0294036865234375,1,2,Golden Silk Spider,Dainty Swallowtail,Golden Silk Spider,Spotted Longhorn,Yellow Grosbeak,Downy Woodpecker
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/83fced69-b90f-4cd9-8cff-2c79d4b3167b.jpg,1,365,0,365,1,23,77,121,0.0875244140625,0.0428466796875,0.034393310546875,0.026214599609375,0.0208892822265625,1,2,Golden Silk Spider,skeleton weed,Golden Silk Spider,Maize Calligrapher Fly,Boisduval's Blue,Small Spreadwing
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/8fef2173-c270-4f9e-a0b3-93bd67af0cb8.jpg,1,420,0,420,243,1,370,397,0.1986083984375,0.075927734375,0.051513671875,0.02685546875,0.026458740234375,1,3,Golden Silk Spider,Beechdrops,Texas Coralsnake,Golden Silk Spider,woodland pterostegia,Common Flat-pea
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/9a01c39b-421b-4134-aa67-fdaafeb68675.jpg,1,2,0,2,1,435,361,282,0.333251953125,0.069580078125,0.0499267578125,0.02044677734375,0.0203094482421875,1,2,Golden Silk Spider,Six-spotted Fishing Spider,Golden Silk Spider,Tropic Croton,lesser stitchwort,spring spiderlily
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/1d74a0bb-db5a-42ad-b800-aec6f6135cea.jpg,2,1,0,1,2,125,37,30,0.333984375,0.185791015625,0.020233154296875,0.0187225341796875,0.0152435302734375,1,2,Six-spotted Fishing Spider,Golden Silk Spider,Six-spotted Fishing Spider,Long-winged Conehead,Florida Carpenter Ant,Brown Marmorated Stink Bug
val/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/f280614c-ac2a-4fe6-9ac7-9f712483f769.jpg,3,33,0,33,35,19,3,10,0.0614013671875,0.0499267578125,0.04608154296875,0.032806396484375,0.0282440185546875,1,4,Johnson's Jumping Spider,Ashy Mining Bee,Elm Sawfly,Garden soldier fly,Johnson's Jumping Spider,Spined Woodborer
val/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/de540bf6-6efd-4ed9-b971-a32070910af2.jpg,4,235,0,235,237,244,246,4,0.353759765625,0.2183837890625,0.058563232421875,0.0304412841796875,0.0205078125,1,5,Paravaejovis puritanus,Belize Crocodile,Texas Alligator Lizard,Green Iguana,Great Plains Skink,Paravaejovis puritanus
val/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/d048306e-e3a6-498a-86f4-552152c95873.jpg,4,37,0,37,274,4,243,3,0.06494140625,0.042877197265625,0.0408935546875,0.0295562744140625,0.026123046875,1,3,Paravaejovis puritanus,Florida Carpenter Ant,ceramic parchment,Paravaejovis puritanus,Texas Coralsnake,Johnson's Jumping Spider
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/b76aa04d-4e5c-441a-ae9a-29860df80cba.jpg,5,239,0,239,243,5,6,244,0.07916259765625,0.062286376953125,0.044281005859375,0.0217742919921875,0.02117919921875,1,3,Eastern Bark Centipede,Eastern Milksnake,Texas Coralsnake,Eastern Bark Centipede,Giant Desert Centipede,Green Iguana
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/4091a551-6ad8-4cea-bc03-4195c592de62.jpg,5,108,0,108,5,6,104,52,0.3076171875,0.2705078125,0.030303955078125,0.01399993896484375,0.005573272705078125,1,2,Eastern Bark Centipede,Pine Hawk-Moth,Eastern Bark Centipede,Giant Desert Centipede,Giant Peacock Moth,Dimorphic Bomolocha Moth
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/bd03202d-2aa5-49eb-bc8e-747bac6c8430.jpg,5,6,0,6,5,102,146,91,0.2066650390625,0.100341796875,0.0290374755859375,0.028350830078125,0.023529052734375,1,2,Eastern Bark Centipede,Giant Desert Centipede,Eastern Bark Centipede,Buck Moth,Imperial Eagle,Mourning Cloak
val/00184_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Agrilus_planipennis/1b267612-120e-4df1-aa90-f78eb9f4ae64.jpg,7,402,0,402,199,51,7,398,0.313720703125,0.0648193359375,0.04962158203125,0.039276123046875,0.035919189453125,1,4,Emerald Ash Borer,swamp chestnut oak,Brown-headed Nuthatch,Ilia Underwing,Emerald Ash Borer,black locust
