file_name,true_class_index,pred_class_index,correct,pred_1,pred_2,pred_3,pred_4,pred_5,score_1,score_2,score_3,score_4,score_5,top5_correct,true_rank,true_species,pred_1_species,pred_2_species,pred_3_species,pred_4_species,pred_5_species
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/80d4621f-113e-410b-a1b1-807f144e76b6.jpg,0,27,0,27,37,0,42,122,0.8857421875,0.0474853515625,0.040008544921875,0.00707244873046875,0.002227783203125,1,3,Cross Orbweaver,Western Conifer Seed Bug,Florida Carpenter Ant,Cross Orbweaver,Western Paper Wasp,Neurothemis taiwanensis
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/a7579753-4405-4c4a-8b9e-85cb8e93c847.jpg,0,1,0,1,0,42,2,207,0.77197265625,0.03704833984375,0.036102294921875,0.027374267578125,0.027099609375,1,2,Cross Orbweaver,Golden Silk Spider,Cross Orbweaver,Western Paper Wasp,Six-spotted Fishing Spider,Ash-throated Flycatcher
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/787050d9-fdd0-46c9-8fea-475e4bd98546.jpg,0,37,0,37,80,0,38,215,0.39208984375,0.09283447265625,0.038543701171875,0.032958984375,0.032318115234375,1,3,Cross Orbweaver,Florida Carpenter Ant,Alfalfa Looper,Cross Orbweaver,New York Carpenter Ant,Eastern Screech-Owl
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/80740680-611b-4bb0-af20-72f7e609c6fe.jpg,1,93,0,93,9,94,1,41,0.2430419921875,0.129638671875,0.10565185546875,0.10137939453125,0.07513427734375,1,4,Golden Silk Spider,Dainty Swallowtail,Spotted Longhorn,Thoas Swallowtail,Golden Silk Spider,Common Thread-waisted Wasp
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/8fef2173-c270-4f9e-a0b3-93bd67af0cb8.jpg,1,420,0,420,243,292,1,377,0.7841796875,0.1318359375,0.01380157470703125,0.01104736328125,0.005374908447265625,1,4,Golden Silk Spider,Beechdrops,Texas Coralsnake,checkered rattlesnake plantain,Golden Silk Spider,Western Snowberry
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/9a01c39b-421b-4134-aa67-fdaafeb68675.jpg,1,2,0,2,361,1,435,282,0.5185546875,0.086181640625,0.068359375,0.06646728515625,0.02569580078125,1,3,Golden Silk Spider,Six-spotted Fishing Spider,lesser stitchwort,Golden Silk Spider,Tropic Croton,spring spiderlily
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/4601b594-90e2-4cc9-bdaa-dce8931ac1c0.jpg,2,57,0,57,43,30,123,2,0.29248046875,0.1058349609375,0.0648193359375,0.023590087890625,0.0234527587890625,1,5,Six-spotted Fishing Spider,Feathered Thorn,Garden Webworm Moth,Brown Marmorated Stink Bug,Marsh meadow grasshopper,Six-spotted Fishing Spider
val/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/f280614c-ac2a-4fe6-9ac7-9f712483f769.jpg,3,33,0,33,3,10,35,19,0.422119140625,0.194091796875,0.033294677734375,0.025909423828125,0.0208587646484375,1,2,Johnson's Jumping Spider,Ashy Mining Bee,Johnson's Jumping Spider,Spined Woodborer,Elm Sawfly,Garden soldier fly
val/00152_Animalia_Arthropoda_Arachnida_Scorpiones_Vaejovidae_Paravaejovis_puritanus/de540bf6-6efd-4ed9-b971-a32070910af2.jpg,4,237,0,237,235,244,4,234,0.5400390625,0.260986328125,0.07080078125,0.06597900390625,0.0260467529296875,1,4,Paravaejovis puritanus,Texas Alligator Lizard,Belize Crocodile,Green Iguana,Paravaejovis puritanus,Common Caiman
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/4091a551-6ad8-4cea-bc03-4195c592de62.jpg,5,108,0,108,5,6,144,238,0.6083984375,0.354736328125,0.0083770751953125,0.00238800048828125,0.0011472702026367188,1,2,Eastern Bark Centipede,Pine Hawk-Moth,Eastern Bark Centipede,Giant Desert Centipede,Green Salamander,Common Bronze-back
