file_name,true_class_index,pred_class_index,correct,pred_1,pred_2,pred_3,pred_4,pred_5,score_1,score_2,score_3,score_4,score_5,top5_correct,true_rank,true_species,pred_1_species,pred_2_species,pred_3_species,pred_4_species,pred_5_species
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/26c8c412-fab8-4278-85f4-0d64bcd6c05a.jpg,0,99,0,99,87,80,92,0,0.078125,0.0694580078125,0.048492431640625,0.045196533203125,0.041168212890625,1,5,Cross Orbweaver,Fatal Metalmark,Silver Emperor,Alfalfa Looper,Blomfild's Beauty,Cross Orbweaver
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/67f80232-4b67-4826-bb20-73f547b7b724.jpg,1,195,0,195,187,214,1,170,0.11346435546875,0.10247802734375,0.062164306640625,0.034881591796875,0.032257080078125,1,4,Golden Silk Spider,Eastern Towhee,Chestnut-backed Chickadee,Downy Woodpecker,Golden Silk Spider,Yellow Grosbeak
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/4601b594-90e2-4cc9-bdaa-dce8931ac1c0.jpg,2,26,0,26,27,2,37,42,0.1568603515625,0.12127685546875,0.053375244140625,0.050933837890625,0.042236328125,1,3,Six-spotted Fishing Spider,Western Leaf-footed Bug,Western Conifer Seed Bug,Six-spotted Fishing Spider,Florida Carpenter Ant,Western Paper Wasp
val/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/9a79514c-36d8-425f-8a58-71755d9ec4c0.jpg,3,14,0,14,127,3,38,120,0.154541015625,0.1104736328125,0.1104736328125,0.02484130859375,0.024261474609375,1,3,Johnson's Jumping Spider,Woodland Dor Beetle,New Zealand Half Crab,Johnson's Jumping Spider,New York Carpenter Ant,Dragonhunter
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/4091a551-6ad8-4cea-bc03-4195c592de62.jpg,5,6,0,6,5,108,126,102,0.3798828125,0.315185546875,0.007129669189453125,0.005817413330078125,0.00531768798828125,1,2,Eastern Bark Centipede,Giant Desert Centipede,Eastern Bark Centipede,Pine Hawk-Moth,Virile Crayfish,Buck Moth
val/00157_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Hemiscolopendra_marginata/bd03202d-2aa5-49eb-bc8e-747bac6c8430.jpg,5,6,0,6,5,91,102,0,0.47802734375,0.335693359375,0.005695343017578125,0.004795074462890625,0.0038089752197265625,1,2,Eastern Bark Centipede,Giant Desert Centipede,Eastern Bark Centipede,Mourning Cloak,Buck Moth,Cross Orbweaver
val/00159_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_heros/bba39ebe-1c85-470d-9827-deac896e02fa.jpg,6,126,0,126,20,6,14,10,0.197021484375,0.08087158203125,0.0439453125,0.041290283203125,0.03790283203125,1,3,Giant Desert Centipede,Virile Crayfish,Mexican Cactus Fly,Giant Desert Centipede,Woodland Dor Beetle,Spined Woodborer
val/00159_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_heros/79af4b22-f7c8-431f-97ba-e8d48075286d.jpg,6,5,0,5,6,102,91,421,0.68505859375,0.12335205078125,0.0033512115478515625,0.0029125213623046875,0.002285003662109375,1,2,Giant Desert Centipede,Eastern Bark Centipede,Giant Desert Centipede,Buck Moth,Mourning Cloak,Red Odontites
val/00159_Animalia_Arthropoda_Chilopoda_Scolopendromorpha_Scolopendridae_Scolopendra_heros/00c82202-df0c-408b-b9ce-eb49f836ab03.jpg,6,5,0,5,6,91,210,102,0.336669921875,0.29833984375,0.0078887939453125,0.00614166259765625,0.006046295166015625,1,2,Giant Desert Centipede,Eastern Bark Centipede,Giant Desert Centipede,Mourning Cloak,Boat-billed Heron,Buck Moth
val/00184_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Agrilus_planipennis/e305c47c-b4ca-4f77-b525-e388295f3b05.jpg,7,398,0,398,7,487,490,171,0.53515625,0.2958984375,0.057708740234375,0.008056640625,0.00594329833984375,1,2,Emerald Ash Borer,black locust,Emerald Ash Borer,giant sequoia,white fir,Brown Creeper
