file_name,true_class_index,pred_class_index,correct,pred_1,pred_2,pred_3,pred_4,pred_5,score_1,score_2,score_3,score_4,score_5,top5_correct,true_rank,true_species,pred_1_species,pred_2_species,pred_3_species,pred_4_species,pred_5_species
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/bf628018-8d7d-4f72-accd-c00826d53d7f.jpg,0,44,0,44,0,125,15,8,0.032440185546875,0.031646728515625,0.03155517578125,0.028564453125,0.024505615234375,1,2,Cross Orbweaver,Pearl Veneer,Cross Orbweaver,Long-winged Conehead,Oedemera femorata,Goldenrod Soldier Beetle
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/d9f6368c-1cb5-4129-8193-4bdd303abf30.jpg,0,9,0,9,80,30,0,43,0.025604248046875,0.02227783203125,0.0213623046875,0.0206756591796875,0.01641845703125,1,4,Cross Orbweaver,Spotted Longhorn,Alfalfa Looper,Brown Marmorated Stink Bug,Cross Orbweaver,Garden Webworm Moth
val/00009_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Araneus_diadematus/605da31a-81c6-4125-b03b-68d8c78aa3bd.jpg,0,222,0,222,169,0,38,94,0.01800537109375,0.0121002197265625,0.01145172119140625,0.0105438232421875,0.01006317138671875,1,3,Cross Orbweaver,White-tailed Deer,Painted Bunting,Cross Orbweaver,New York Carpenter Ant,Thoas Swallowtail
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/80740680-611b-4bb0-af20-72f7e609c6fe.jpg,1,93,0,93,9,1,94,26,0.034576416015625,0.031951904296875,0.0222625732421875,0.018951416015625,0.01535797119140625,1,3,Golden Silk Spider,Dainty Swallowtail,Spotted Longhorn,Golden Silk Spider,Thoas Swallowtail,Western Leaf-footed Bug
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/9a01c39b-421b-4134-aa67-fdaafeb68675.jpg,1,287,0,287,202,474,1,204,0.0230865478515625,0.0207061767578125,0.0186767578125,0.018218994140625,0.0168914794921875,1,4,Golden Silk Spider,Branched Asphodel,Blue-gray Tanager,elephant tree,Golden Silk Spider,Western Wood-Pewee
val/00045_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavipes/b93706c7-8406-4f61-9223-9ef6aba4759c.jpg,1,37,0,37,1,2,42,27,0.1043701171875,0.053314208984375,0.031158447265625,0.02960205078125,0.0237884521484375,1,2,Golden Silk Spider,Florida Carpenter Ant,Golden Silk Spider,Six-spotted Fishing Spider,Western Paper Wasp,Western Conifer Seed Bug
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/1d74a0bb-db5a-42ad-b800-aec6f6135cea.jpg,2,27,0,27,1,122,2,37,0.1424560546875,0.08544921875,0.06787109375,0.053253173828125,0.048583984375,1,4,Six-spotted Fishing Spider,Western Conifer Seed Bug,Golden Silk Spider,Neurothemis taiwanensis,Six-spotted Fishing Spider,Florida Carpenter Ant
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/482d7e58-4759-46ea-9580-bc54a0879e41.jpg,2,143,0,143,141,242,2,31,0.0389404296875,0.038787841796875,0.034698486328125,0.025726318359375,0.0181427001953125,1,4,Six-spotted Fishing Spider,Northern Red-legged Frog,Cachabi Robber Frog,Brown Basilisk,Six-spotted Fishing Spider,Southern Green Stink Bug
val/00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton/bec70d74-99f4-4775-ad24-2524e8f94461.jpg,2,19,0,19,120,27,2,35,0.044586181640625,0.0300445556640625,0.02374267578125,0.0183868408203125,0.017913818359375,1,4,Six-spotted Fishing Spider,Garden soldier fly,Dragonhunter,Western Conifer Seed Bug,Six-spotted Fishing Spider,Elm Sawfly
val/00094_Animalia_Arthropoda_Arachnida_Araneae_Salticidae_Phidippus_johnsoni/8bcfd228-9943-4dbd-8ca1-cdf43e398812.jpg,3,249,0,249,38,127,3,252,0.15234375,0.149169921875,0.06048583984375,0.03936767578125,0.034881591796875,1,4,Johnson's Jumping Spider,Beadlet anemone,New York Carpenter Ant,New Zealand Half Crab,Johnson's Jumping Spider,Common Whelk
