sample_id,image_path,true_label,pred_1,score_1,pred_2,score_2,pred_3,score_3,pred_4,score_4,pred_5,score_5,top1_correct,top5_correct,score_margin
2779820,val/01076_Animalia_Arthropoda_Insecta_Lepidoptera_Erebidae_Melipotis_acontioides/8dc06200-74e2-4dd0-a080-cffa06c19329.jpg,53,265,207.223388671875,149,117.7734375,48,112.7821044921875,273,50.45989990234375,264,36.666015625,False,False,89.449951171875
2761619,val/06295_Plantae_Tracheophyta_Liliopsida_Poales_Cyperaceae_Schoenoplectus_pungens/6c3d7e42-80be-483a-890d-79bb756cd6bd.jpg,305,150,181.84063720703125,148,175.871337890625,151,149.81463623046875,161,146.621826171875,194,127.865966796875,False,False,5.96929931640625
2771390,val/04833_Animalia_Chordata_Mammalia_Rodentia_Sciuridae_Marmota_monax/2eeddf1d-2452-4fb0-bf6a-db3c6892c80e.jpg,232,225,172.68634033203125,223,131.701416015625,222,114.5733642578125,98,109.3233642578125,221,103.657470703125,False,False,40.98492431640625
2755414,val/01653_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Maliattha_synochitis/d100012c-5610-4cfb-b9d5-66b610d9a1db.jpg,82,330,165.673583984375,268,135.65802001953125,264,75.027587890625,61,57.93719482421875,265,57.67626953125,False,False,30.01556396484375
2719734,val/04553_Animalia_Chordata_Aves_Strigiformes_Strigidae_Megascops_asio/cc97d266-0f4f-4f88-abe4-9533d2509b0e.jpg,215,265,157.91241455078125,330,127.67767333984376,149,68.34942626953125,268,48.09765625,72,28.6607666015625,False,False,30.234741210937486
2751898,val/01729_Animalia_Arthropoda_Insecta_Lepidoptera_Nolidae_Pseudoips_prasinana/e88d6c02-63a1-4e07-99db-b4c3bc49f077.jpg,84,61,144.52935791015625,264,106.1595458984375,273,69.76416015625,265,58.70947265625,266,-20.6429443359375,False,False,38.36981201171875
2703146,val/01315_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Tetracis_crocallata/d93e2986-40d9-4a9e-a397-d81ea6f02c2c.jpg,62,265,124.2451171875,264,55.2933349609375,273,46.30426025390625,266,1.67572021484375,61,-56.3292236328125,False,False,68.9517822265625
2719409,val/01691_Animalia_Arthropoda_Insecta_Lepidoptera_Noctuidae_Ponometia_semiflava/7e80b06e-4162-44d5-a9f6-ef200f8e0035.jpg,83,178,100.69598388671876,164,41.818359375,109,-1.12677001953125,112,-1.71331787109375,150,-10.88006591796875,False,False,58.877624511718764
2726430,val/00568_Animalia_Arthropoda_Insecta_Hemiptera_Coreidae_Leptoglossus_occidentalis/4e074ec5-2bb3-488f-9cca-318f0c09be1b.jpg,27,14,96.63507080078124,27,59.21820068359375,3,53.7196044921875,52,46.207061767578125,109,32.89617919921875,False,True,37.416870117187486
2691530,val/09499_Plantae_Tracheophyta_Magnoliopsida_Rosales_Ulmaceae_Ulmus_americana/d5111bdc-20dc-444c-8ec2-33b446f2d3b1.jpg,468,273,92.63671875,62,75.938720703125,61,19.71160888671875,48,-8.98333740234375,265,-110.53384399414062,False,False,16.697998046875
2697032,val/03481_Animalia_Chordata_Aves_Charadriiformes_Scolopacidae_Numenius_madagascariensis/a5eac327-9741-48c7-8706-7b2207bed3b5.jpg,164,109,82.39019775390625,178,48.3392333984375,112,-20.66659545898437,53,-35.148681640625,184,-63.62481689453125,False,False,34.05096435546875
2769052,val/00949_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Urola_nivalis/46dfba06-90a7-4378-a9ef-528986e6d026.jpg,48,84,68.92987060546875,273,45.68890380859375,96,-9.967041015625,73,-64.22930908203125,137,-83.30239868164062,False,False,23.240966796875
