sample_id,image_path,true_label,pred_1,score_1,pred_2,score_2,pred_3,score_3,pred_4,score_4,pred_5,score_5,top1_correct,top5_correct,score_margin
2762338,val/00859_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Agriphila_straminella/c634d786-4613-4d22-8f50-f6d48a343460.jpg,44,354,318.006591796875,16,186.2293701171875,27,99.28076171875,38,79.80050659179688,98,68.34100341796875,False,False,131.7772216796875
2747354,val/00184_Animalia_Arthropoda_Insecta_Coleoptera_Buprestidae_Agrilus_planipennis/b2657261-92c0-4bb4-91d8-b3313dc52347.jpg,7,354,292.23114013671875,322,162.36215209960938,427,93.84368896484376,16,84.16021728515625,390,81.0545654296875,False,False,129.86898803710938
2759193,val/00260_Animalia_Arthropoda_Insecta_Coleoptera_Cerambycidae_Trichocnemis_spiculatus/042dba90-b7f1-49cf-b050-886b43830e47.jpg,10,363,274.6038818359375,391,91.19735717773438,431,86.29629516601562,457,75.99435424804688,427,55.07232666015625,False,False,183.40652465820312
2730091,val/01378_Animalia_Arthropoda_Insecta_Lepidoptera_Hesperiidae_Lon_melane/cee64638-4633-4c6c-a6e8-f6e29e7584a5.jpg,68,419,164.50167846679688,422,119.4989013671875,414,110.32162475585938,436,59.7099609375,36,39.9644775390625,False,False,45.002777099609375
2768123,val/03828_Animalia_Chordata_Aves_Passeriformes_Fringillidae_Loxia_curvirostra/f7c5e2ad-edad-43cc-a763-ade143b4209e.jpg,176,179,160.76675415039062,172,89.22048950195312,81,67.3009033203125,173,52.1749267578125,199,30.11346435546875,False,False,71.5462646484375
2782388,val/03120_Animalia_Chordata_Aves_Accipitriformes_Accipitridae_Aquila_heliaca/985fb2a1-08be-45ad-a101-0be5ff4f8848.jpg,146,220,151.68536376953125,199,106.21148681640624,203,59.964202880859375,147,46.8251953125,179,44.87710571289063,False,False,45.473876953125014
2702116,val/04884_Animalia_Chordata_Reptilia_Squamata_Anguidae_Gerrhonotus_infernalis/19e09080-91b6-4483-8b62-38e0b4e89c43.jpg,237,343,144.17218017578125,409,94.22604370117188,414,79.93524169921875,344,15.369171142578123,285,0.162750244140625,False,False,49.946136474609375
2735648,val/03859_Animalia_Chordata_Aves_Passeriformes_Hirundinidae_Riparia_riparia/80172d23-f29a-4d91-9938-6c8b1d881190.jpg,178,109,141.00732421875,17,134.3458251953125,59,99.00668334960938,213,79.48757934570312,151,61.92935180664063,False,False,6.6614990234375
2714594,val/02914_Animalia_Chordata_Actinopterygii_Siluriformes_Plotosidae_Plotosus_lineatus/63c6457c-c33f-4301-aa8a-505a0a9dd2ec.jpg,139,408,138.4696044921875,133,130.26809692382812,494,100.706298828125,445,98.03448486328124,300,85.13204956054688,False,False,8.201507568359375
2738544,val/04794_Animalia_Chordata_Mammalia_Rodentia_Castoridae_Castor_canadensis/b856bb30-cbee-4e41-b1be-824c4a784cd9.jpg,230,139,134.08953857421875,136,32.30194091796875,219,26.3680419921875,251,12.109222412109377,138,10.43218994140625,False,False,101.78759765625
2744250,val/02884_Animalia_Chordata_Actinopterygii_Perciformes_Serranidae_Paralabrax_clathratus/6e0c423b-a143-4515-a575-36dd8436ddf5.jpg,138,140,132.72561645507812,256,75.0885009765625,132,62.448516845703125,268,-13.1270751953125,113,-13.45379638671875,False,False,57.637115478515625
2764991,val/00858_Animalia_Arthropoda_Insecta_Lepidoptera_Crambidae_Achyra_rantalis/8d144640-d98a-40fd-a231-d51ff89f724e.jpg,43,273,123.37725830078124,268,51.0751953125,267,45.2066650390625,270,4.46942138671875,264,0.6463623046875,False,False,72.30206298828124
